Winner,B_current_lose_streak,B_current_win_streak,B_2,B_avg_SIG_STR_pct,B_losses,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_2,R_avg_SIG_STR_pct,R_losses,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
1,0,1,0,0.26,1,1,177.8,187.96,170,0,1,0,0.535,1,1,182.88,187.96,170,30,36
0,1,0,0,0.458571429,4,3,182.88,182.88,155,1,0,0,0.262222222,5,4,175.26,177.8,155,30,26
0,2,0,0,0.35,2,0,187.96,195.58,225,0,3,0,0.423333333,0,3,182.88,182.88,240,34,30
0,1,0,0,0.37,1,1,177.8,185.42,170,0,1,0,0.411666667,3,9,185.42,190.5,185,35,31
1,0,2,0,0.4,1,2,187.96,190.5,170,1,0,0,0.358,1,4,182.88,187.96,170,26,28
1,0,1,0,0.39,2,2,182.88,187.96,170,0,4,0,0.47,0,4,185.42,190.5,170,35,23
2,0,1,0,0.43,0,1,198.12,200.66,255,0,1,0,0.6,4,8,193.04,208.28,240,28,35
1,0,1,0,0.72,0,1,180.34,190.5,170,0,1,0,0.466666667,1,2,185.42,190.5,170,30,32
1,1,0,0,0.13,1,1,195.58,200.66,205,0,1,0,0.8,0,1,198.12,205.74,205,23,37
0,0,2,0,0.437142857,3,4,187.96,185.42,230,1,0,0,0.50625,5,11,190.5,200.66,264,36,31
1,0,4,0,0.4225,0,4,187.96,187.96,205,0,2,0,0.42,0,2,187.96,190.5,205,27,34
1,0,3,0,0.438235294,9,8,180.34,172.72,170,0,1,0,0.369230769,6,7,167.64,172.72,170,36,36
0,0,4,0,0.3725,0,4,177.8,177.8,155,1,0,0,0.478181818,4,7,167.64,170.18,155,28,37
0,0,2,0,0.463333333,4,5,172.72,180.34,145,0,2,0,0.381818182,4,7,175.26,172.72,155,24,27
0,0,1,0,0.522857143,5,2,182.88,190.5,185,0,2,0,0.421666667,2,4,187.96,193.04,185,32,27
0,0,2,0,0.52,0,2,185.42,190.5,185,0,2,0,0.595,0,2,190.5,200.66,265,28,32
0,0,3,0,0.27,1,4,172.72,180.34,170,1,0,0,0.552727273,3,8,182.88,187.96,185,30,31
1,0,1,0,0.75,0,1,177.8,187.96,155,0,1,0,0.4,1,3,175.26,177.8,155,20,24
0,0,2,0,0.355454545,4,7,177.8,180.34,155,0,4,0,0.365714286,1,6,172.72,180.34,155,26,27
0,0,3,0,0.46,0,3,172.72,175.26,155,0,1,0,0.284285714,2,5,185.42,187.96,145,25,26
0,0,1,0,0.275,1,1,175.26,175.26,155,2,0,0,0.533,4,6,175.26,185.42,155,31,33
1,0,1,0,0.35,1,1,193.04,193.04,205,0,1,0,0.415,1,1,190.5,190.5,185,28,28
1,1,0,0,0.51,1,0,185.42,198.12,185,1,0,0,0.364,2,3,185.42,193.04,205,28,28
0,2,0,0,0.32,4,2,175.26,180.34,170,1,0,0,0.26,2,1,175.26,180.34,170,34,26
0,1,0,0,0.603529412,6,11,175.26,177.8,155,0,4,0,0.455,1,7,167.64,172.72,145,31,28
0,0,1,0,0.53,1,1,190.5,187.96,185,1,0,0,0.45375,2,6,185.42,182.88,170,31,32
1,0,7,0,0.4125,1,7,175.26,177.8,155,0,2,0,0.475,3,11,177.8,187.96,145,31,34
0,0,1,0,0.508461538,4,9,177.8,177.8,170,0,1,0,0.424,3,7,182.88,193.04,170,37,25
1,0,1,0,0.433333333,1,2,172.72,172.72,155,0,2,0,0.443333333,1,2,180.34,185.42,155,26,28
0,0,1,0,0.255,1,1,185.42,187.96,185,3,0,0,0.303333333,3,3,185.42,187.96,185,25,29
1,1,0,0,0.53,1,0,180.34,185.42,170,1,0,0,0.53,1,2,187.96,193.04,170,24,25
0,0,3,0,0.454285714,3,4,185.42,187.96,205,0,11,0,0.749090909,0,11,187.96,195.58,185,33,35
0,1,0,0,0.495833333,3,9,175.26,177.8,170,0,4,0,0.516923077,1,12,182.88,193.04,170,26,32
0,0,3,0,0.384,2,3,172.72,177.8,170,0,1,0,0.396363636,5,6,170.18,177.8,155,25,28
0,0,3,0,0.585,3,5,182.88,187.96,170,0,2,0,0.552272727,5,17,175.26,185.42,170,33,36
1,0,5,0,0.544,0,5,193.04,195.58,238,0,2,0,0.41,0,2,182.88,182.88,263,26,34
1,0,3,0,0.3275,1,3,175.26,180.34,170,1,0,0,0.4125,3,5,185.42,193.04,170,25,24
1,0,2,0,0.615,0,2,187.96,200.66,205,2,0,0,0.465,2,0,175.26,182.88,205,25,28
0,0,1,0,0.62,0,1,177.8,182.88,155,0,3,0,0.566666667,0,3,175.26,175.26,185,29,26
1,4,0,0,0.242,4,1,175.26,182.88,155,1,0,0,0.65,2,4,187.96,195.58,170,34,27
0,0,2,0,0.48,2,5,182.88,187.96,205,0,1,0,0.51,1,4,193.04,213.36,205,39,23
1,0,1,0,0.425,2,8,187.96,190.5,170,0,3,0,0.465,1,3,182.88,182.88,185,29,32
1,0,1,0,0.425,1,1,175.26,180.34,170,0,4,0,0.6,0,4,170.18,180.34,170,25,27
1,1,0,0,0.17,1,0,170.18,177.8,155,1,0,0,0.378,3,7,167.64,172.72,145,31,26
1,0,1,0,0.4,2,1,175.26,180.34,155,0,1,0,0.355,2,4,175.26,177.8,155,29,25
1,0,1,0,0.616,1,4,185.42,187.96,170,0,2,0,0.396666667,1,2,185.42,190.5,170,24,28
1,2,0,0,0.36,2,0,182.88,193.04,205,2,0,0,0.534444444,5,4,187.96,190.5,205,31,31
0,1,0,0,0.25,1,1,187.96,185.42,185,1,0,0,0.3475,2,2,185.42,187.96,205,27,29
0,1,0,0,0.36,1,0,190.5,190.5,185,1,0,0,0.3925,2,2,177.8,185.42,185,29,29
0,0,4,0,0.52,0,4,187.96,203.2,265,0,3,0,0.7925,1,3,190.5,205.74,265,35,32
0,0,1,0,0.35,0,1,177.8,185.42,170,0,2,0,0.448666667,5,10,180.34,187.96,185,34,29
0,1,0,0,0.618333333,2,4,182.88,190.5,170,0,2,0,0.441875,9,7,180.34,172.72,170,29,35
1,3,0,0,0.394545455,6,5,193.04,198.12,205,0,1,0,0.344,1,4,185.42,195.58,205,33,32
0,0,4,0,0.484,3,7,172.72,177.8,155,0,5,0,0.434,0,5,177.8,180.34,155,31,32
0,0,1,0,0.185,1,1,187.96,193.04,258,0,1,0,0.47,1,1,193.04,198.12,245,34,27
0,1,0,0,0.46,1,1,190.5,205.74,205,1,0,0,0.425,4,6,198.12,200.66,185,26,27
1,1,0,0,0.41,1,0,177.8,187.96,170,1,0,0,0.324,3,2,175.26,180.34,170,29,34
1,0,3,0,0.425555556,2,7,185.42,193.04,205,3,0,0,0.379166667,6,6,187.96,193.04,185,33,34
0,0,3,0,0.473333333,0,3,182.88,185.42,170,0,1,0,0.448571429,5,9,180.34,187.96,185,35,29
1,1,0,0,0.30875,4,4,167.64,177.8,145,1,0,0,0.473333333,4,8,170.18,177.8,155,31,34
1,1,0,0,0.46875,4,12,185.42,190.5,185,2,0,0,0.403181818,6,16,187.96,193.04,205,35,40
0,0,1,0,0.393333333,1,2,180.34,187.96,235,0,1,0,0.44,3,3,187.96,185.42,230,30,35
1,0,1,0,0.452222222,2,7,182.88,182.88,170,0,2,0,0.385,1,3,180.34,185.42,170,28,29
0,1,0,0,0.16,1,0,187.96,195.58,225,1,0,0,0.14,1,0,193.04,198.12,265,33,28
0,0,1,0,0.42,0,1,182.88,193.04,170,0,1,0,0.39,1,1,187.96,190.5,170,20,26
1,0,3,0,0.37,0,3,177.8,177.8,155,0,2,0,0.378888889,2,7,167.64,172.72,145,28,26
1,0,1,0,0.51,3,5,177.8,172.72,155,0,1,0,0.483333333,3,3,172.72,177.8,155,26,30
1,1,0,0,0.4,1,0,190.5,187.96,185,3,0,0,0.475,4,4,182.88,193.04,185,30,30
0,1,0,0,0.46,1,0,182.88,190.5,170,1,0,0,0.465,1,1,185.42,190.5,170,23,32
0,1,0,0,0.245,1,1,175.26,182.88,170,1,0,0,0.386666667,2,1,182.88,187.96,170,28,34
1,0,1,0,0.356363636,2,9,182.88,190.5,205,0,2,0,0.551666667,1,5,185.42,185.42,205,30,31
0,2,0,0,0.318,2,3,185.42,187.96,185,1,0,0,0.419090909,3,8,185.42,190.5,185,28,31
1,0,1,0,0.58,0,1,185.42,185.42,255,0,1,0,0.8,0,1,190.5,200.66,260,33,24
1,0,1,0,0.5,0,1,187.96,190.5,205,0,1,0,0.465,1,3,180.34,180.34,205,33,34
1,0,3,0,0.466666667,0,3,185.42,190.5,170,1,0,0,0.430769231,3,10,177.8,182.88,170,22,28
1,0,1,0,0.57,1,3,187.96,193.04,170,0,2,0,0.4375,1,3,177.8,187.96,170,28,29
1,1,0,0,0.514,4,1,185.42,193.04,185,2,0,0,0.31,2,0,187.96,190.5,185,32,25
1,1,0,0,0.5625,2,2,185.42,193.04,205,0,8,0,0.59,0,8,185.42,187.96,185,28,31
0,0,2,0,0.41,0,2,175.26,193.04,170,0,2,0,0.401875,4,12,177.8,185.42,170,27,32
1,0,1,0,0.46375,4,4,172.72,180.34,145,0,2,0,0.2475,4,4,175.26,177.8,155,23,26
1,0,1,0,0.384,4,6,187.96,185.42,185,1,0,0,0.427777778,5,4,180.34,180.34,170,26,30
1,4,0,0,0.533333333,5,1,182.88,190.5,185,1,0,0,0.343333333,1,2,182.88,187.96,205,32,26
0,1,0,0,0.33875,4,4,182.88,185.42,170,2,0,0,0.4975,4,8,177.8,177.8,170,30,36
1,0,2,0,0.525,0,2,175.26,175.26,185,0,1,0,0.546666667,1,2,177.8,182.88,155,26,26
0,2,0,0,0.16,2,1,193.04,193.04,260,0,1,0,0.44,0,1,185.42,190.5,185,26,28
1,1,0,0,0.33,1,0,182.88,187.96,170,1,0,0,0.335,2,2,180.34,177.8,170,35,35
1,1,0,0,0.09,1,0,185.42,187.96,185,2,0,0,0.598,5,5,190.5,203.2,185,25,34
0,0,1,0,0.491428571,1,6,185.42,182.88,170,0,10,0,0.77,0,10,187.96,195.58,185,32,34
1,0,3,0,0.482857143,1,6,167.64,172.72,145,0,2,0,0.624375,5,11,175.26,177.8,155,28,31
1,0,2,0,0.3425,2,2,172.72,177.8,170,0,4,0,0.437142857,2,5,185.42,185.42,155,25,24
1,0,2,0,0.483333333,1,2,182.88,182.88,185,0,1,0,0.434444444,3,6,198.12,200.66,185,32,27
1,0,1,0,0.46,0,1,187.96,200.66,205,0,1,0,0.26,0,1,195.58,200.66,205,25,23
1,0,2,0,0.293333333,1,2,175.26,180.34,170,0,2,0,0.455,0,2,187.96,193.04,170,25,25
0,1,0,0,0.375,1,3,177.8,185.42,170,0,1,0,0.44,1,1,185.42,190.5,170,32,27
0,2,0,0,0.36,2,0,187.96,195.58,245,0,1,0,0.26,0,1,182.88,182.88,240,36,30
0,0,3,0,0.4675,1,3,210.82,213.36,265,0,1,0,0.22,0,1,182.88,182.88,263,22,33
1,0,2,0,0.531818182,5,6,185.42,185.42,185,0,2,0,0.388888889,2,7,182.88,182.88,185,38,38
0,0,3,0,0.328571429,3,4,167.64,177.8,145,0,2,0,0.525,0,2,172.72,175.26,155,31,25
0,0,1,0,0.36,1,1,172.72,180.34,155,0,1,0,0.515,1,1,180.34,185.42,155,28,28
1,1,0,0,0.415,1,1,172.72,172.72,155,0,1,0,0.426666667,3,3,175.26,177.8,155,25,28
1,0,1,0,0.354,4,6,177.8,180.34,155,4,0,0,0.494444444,6,3,170.18,177.8,155,26,34
0,0,4,0,0.4125,0,4,182.88,187.96,170,0,6,0,0.577333333,2,13,180.34,193.04,185,27,28
1,0,3,0,0.436666667,0,3,187.96,203.2,265,0,1,0,0.52,4,11,190.5,200.66,264,35,30
0,1,0,0,0.3,1,0,177.8,185.42,155,0,3,0,0.476666667,3,6,172.72,177.8,155,31,30
1,0,3,0,0.5,1,11,182.88,193.04,170,0,1,0,0.668,1,4,187.96,195.58,170,32,26
0,0,3,0,0.361666667,2,4,172.72,190.5,155,0,3,0,0.37,1,5,172.72,180.34,155,28,26
0,1,0,0,0.275,1,1,182.88,180.34,170,1,0,0,0.408888889,3,6,182.88,193.04,170,28,24
0,0,3,0,0.622,1,4,182.88,190.5,170,0,2,0,0.59,3,4,182.88,187.96,170,29,33
0,0,3,0,0.455,1,3,185.42,193.04,205,0,2,0,0.3375,1,3,172.72,180.34,170,28,30
1,1,0,0,0.35,1,0,190.5,190.5,185,1,0,0,0.42,1,0,175.26,182.88,205,28,28
1,1,0,0,0.4775,1,3,193.04,213.36,205,1,0,0,0.572727273,4,7,190.5,193.04,230,22,32
0,0,1,0,0.548,3,7,187.96,193.04,242,0,4,0,0.5375,0,4,193.04,195.58,238,30,26
0,1,0,0,0.466,2,3,187.96,195.58,245,2,0,0,0.603636364,4,7,193.04,208.28,240,36,34
0,1,0,0,0.555,4,4,187.96,190.5,205,0,2,0,0.455,5,5,182.88,182.88,185,31,28
0,1,0,0,0.3325,2,2,177.8,180.34,155,2,0,0,0.394,5,5,170.18,177.8,155,28,28
1,0,1,0,0.51,2,4,182.88,187.96,205,0,3,0,0.343333333,0,3,187.96,195.58,205,39,29
1,1,0,0,0.46,1,2,180.34,180.34,205,1,0,0,0.588333333,3,3,190.5,190.5,185,34,32
0,0,1,0,0.3475,1,3,190.5,195.58,240,0,5,0,0.676,0,5,185.42,195.58,240,33,27
0,0,1,0,0.438,2,8,185.42,190.5,185,2,0,0,0.432857143,5,2,180.34,187.96,205,30,33
0,0,2,0,0.534166667,4,8,170.18,177.8,145,0,4,0,0.4875,0,4,177.8,180.34,155,27,32
0,2,0,0,0.395454545,5,6,187.96,193.04,185,0,3,0,0.41,0,3,187.96,187.96,205,34,26
0,2,0,0,0.455,2,0,190.5,190.5,205,1,0,0,0.436,3,2,187.96,185.42,230,37,35
0,2,0,0,0.404,5,5,193.04,198.12,205,1,0,0,0.3325,1,3,185.42,195.58,205,32,32
0,0,1,0,0.28,1,1,175.26,180.34,170,0,1,0,0.462,9,6,180.34,172.72,170,25,35
0,0,1,0,0.52,0,1,190.5,205.74,205,0,1,0,0.438,2,3,187.96,193.04,185,25,26
0,0,1,0,0.611818182,4,7,185.42,190.5,205,0,1,0,0.617619048,7,14,185.42,190.5,205,45,46
0,0,3,0,0.563,2,8,182.88,187.96,185,0,2,0,0.415,3,3,185.42,187.96,205,30,32
0,1,0,0,0.48,2,9,185.42,195.58,170,0,1,0,0.393333333,1,2,180.34,185.42,170,30,29
0,1,0,0,0.345,1,3,185.42,187.96,185,1,0,0,0.51,1,5,185.42,182.88,170,28,32
0,3,0,0,0.346666667,4,2,175.26,180.34,170,2,0,0,0.3725,6,6,167.64,172.72,170,37,35
0,2,0,0,0.28,3,1,182.88,185.42,155,3,0,0,0.482,3,2,172.72,177.8,155,26,30
0,2,0,0,0.315,2,0,175.26,182.88,145,2,0,0,0.414,3,2,175.26,177.8,155,26,28
0,1,0,0,0,1,1,193.04,193.04,260,1,0,0,0,1,0,187.96,193.04,258,26,34
0,0,1,0,0.42625,2,6,182.88,193.04,170,0,6,0,0.431428571,1,6,175.26,177.8,155,24,30
0,0,2,0,0.455,0,2,175.26,177.8,155,0,2,0,0.42,0,2,177.8,177.8,155,23,28
0,0,2,0,0.315,0,2,182.88,187.96,205,0,2,0,0.545,0,2,182.88,185.42,170,26,35
0,0,3,0,0.42,0,3,177.8,185.42,170,0,1,0,0.406666667,1,2,177.8,187.96,170,32,29
0,0,1,0,0.32,0,1,175.26,182.88,170,0,1,0,0.305,1,1,175.26,180.34,170,27,25
2,0,1,0,0.49,0,1,172.72,172.72,155,0,1,0,0.445714286,3,4,170.18,172.72,145,25,25
0,0,1,0,0.333333333,2,1,175.26,180.34,155,0,1,0,0.333333333,2,1,172.72,177.8,170,27,25
0,1,0,0,0.42,1,0,187.96,190.5,185,2,0,0,0.613333333,2,1,182.88,182.88,185,25,28
0,0,1,0,0.618333333,1,5,187.96,187.96,205,1,0,0,0.374,2,8,182.88,190.5,205,27,30
0,0,2,0,0.42,2,5,185.42,193.04,170,0,1,0,0.42,0,1,175.26,193.04,170,23,26
0,0,2,0,0.558333333,1,5,177.8,180.34,155,0,1,0,0.232857143,4,3,175.26,177.8,155,25,25
0,0,2,0,0.83,0,2,177.8,177.8,170,0,2,0,0.392,1,4,172.72,180.34,155,31,26
0,1,0,0,0.42,1,0,175.26,180.34,155,1,0,0,0.4575,2,6,182.88,182.88,170,29,27
0,0,1,0,0.5025,3,1,185.42,193.04,185,0,1,0,0.44,1,1,182.88,182.88,185,32,31
0,0,1,0,0.27,1,1,182.88,187.96,170,1,0,0,0.47,1,0,175.26,180.34,170,34,24
0,0,4,0,0.460833333,2,10,177.8,182.88,170,0,1,0,0.630666667,5,10,175.26,177.8,155,27,30
0,1,0,0,0.664,3,7,193.04,208.28,240,1,0,0,0.528571429,4,10,190.5,200.66,264,34,30
0,0,1,0,0.5,0,1,172.72,177.8,170,0,2,0,0.515454545,1,10,182.88,193.04,170,29,31
0,1,0,0,0.417777778,4,5,170.18,177.8,155,1,0,0,0.508333333,3,9,177.8,187.96,145,28,33
0,0,1,0,0.48,1,3,187.96,195.58,245,0,2,0,0.47,1,2,210.82,213.36,265,35,21
0,1,0,0,0.437777778,3,6,185.42,193.04,185,1,0,0,0.385555556,4,5,187.96,185.42,185,31,25
0,1,0,0,0.363333333,1,2,175.26,177.8,155,2,0,0,0.522857143,3,4,177.8,172.72,155,25,26
0,1,0,0,0.21,1,0,177.8,180.34,170,1,0,0,0.61,1,0,185.42,190.5,170,25,27
0,2,0,0,0.4425,2,2,177.8,187.96,170,1,0,0,0.47,1,1,177.8,182.88,155,29,25
0,0,3,0,0.47,0,3,193.04,213.36,205,0,2,0,0.4425,2,6,185.42,193.04,205,22,33
0,3,0,0,0.22,3,1,175.26,182.88,155,0,2,0,0.51,0,2,170.18,180.34,170,34,26
0,3,0,0,0.561428571,7,14,190.5,187.96,205,2,0,0,0.385454545,4,7,190.5,195.58,205,34,30
0,0,3,0,0.494285714,2,5,187.96,198.12,205,0,1,0,0.405333333,4,11,177.8,185.42,170,25,31
0,4,0,0,0.535,5,3,175.26,182.88,170,1,0,0,0.31,1,1,177.8,187.96,170,33,29
0,1,0,0,0.512727273,3,8,177.8,177.8,170,1,0,0,0.695,1,3,187.96,195.58,170,36,26
0,1,0,0,0.496,2,3,180.34,180.34,170,1,0,0,0.12,1,0,175.26,180.34,170,32,25
0,0,1,0,0.376666667,2,1,177.8,180.34,155,0,3,0,0.56,0,3,177.8,180.34,155,29,32
0,0,2,0,0.578,3,7,190.5,193.04,230,2,0,0,0.622,7,13,185.42,190.5,205,32,46
0,0,4,0,0.49,1,9,185.42,195.58,170,0,3,0,0.386666667,0,3,182.88,187.96,170,30,27
0,0,1,0,0.47,1,1,180.34,195.58,185,1,0,0,0.448888889,2,7,185.42,190.5,185,32,30
0,0,1,0,0.58,0,1,185.42,190.5,170,0,2,0,0.6275,1,3,182.88,190.5,170,31,28
0,0,1,0,0.418,3,2,172.72,175.26,155,0,1,0,0.57,0,1,172.72,175.26,155,28,25
0,0,1,0,0.491666667,3,3,182.88,182.88,155,0,2,0,0.43,0,2,185.42,190.5,170,29,22
0,0,1,0,0.356666667,1,2,177.8,180.34,155,0,3,0,0.461666667,2,4,185.42,185.42,155,27,23
0,0,3,0,0.68,0,3,185.42,187.96,170,0,1,0,0.46,0,1,187.96,193.04,170,23,24
0,0,2,0,0.3375,1,3,175.26,177.8,155,0,2,0,0.345,3,3,167.64,177.8,145,25,30
0,1,0,0,0.525,1,1,190.5,195.58,155,1,0,0,0.53,1,0,180.34,185.42,155,27,28
0,0,2,0,0.57,1,2,185.42,193.04,205,0,7,0,0.628571429,0,7,185.42,187.96,185,27,31
0,1,0,0,0.393333333,5,4,180.34,182.88,170,1,0,0,0.373333333,4,5,177.8,180.34,155,26,26
0,0,3,0,0.488181818,3,8,170.18,177.8,155,0,1,0,0.535454545,4,7,170.18,177.8,145,33,27
0,0,1,0,0.446666667,1,2,180.34,177.8,170,0,2,0,0.493333333,2,4,187.96,198.12,205,35,25
0,0,2,0,0.664,2,3,190.5,190.5,185,0,2,0,0.46,0,2,187.96,187.96,205,32,26
0,1,0,0,0.638571429,3,4,193.04,198.12,245,1,0,0,0.365,1,1,180.34,187.96,235,33,30
0,0,3,0,0.425,1,7,187.96,190.5,170,0,1,0,0.434,3,2,185.42,187.96,205,28,32
0,0,1,0,0.383333333,1,2,177.8,185.42,185,0,1,0,0.537,5,5,185.42,185.42,185,28,37
0,0,1,0,0.486,3,12,185.42,190.5,185,2,0,0,0.543636364,4,7,182.88,187.96,185,34,32
0,0,1,0,0.435,2,2,187.96,185.42,230,0,2,0,0.645,0,2,193.04,195.58,238,35,25
0,2,0,0,0.394,3,2,175.26,180.34,170,1,0,0,0.397142857,4,10,177.8,185.42,170,37,31
0,0,1,0,0.414,4,6,167.64,180.34,155,0,1,0,0.37125,2,6,167.64,172.72,145,35,25
0,0,2,0,0.288,1,4,185.42,187.96,145,0,1,0,0.6,0,1,175.26,177.8,155,25,23
0,0,1,0,0.57875,4,4,182.88,182.88,185,0,2,0,0.466666667,1,2,185.42,193.04,205,31,27
0,0,2,0,0.565,0,2,180.34,180.34,205,0,2,0,0.395,0,2,187.96,195.58,205,34,29
0,1,0,0,0.48,2,2,175.26,177.8,155,2,0,0,0.345,2,0,172.72,177.8,170,28,24
0,0,2,0,0.35875,3,5,175.26,172.72,155,2,0,0,0.447142857,2,5,182.88,193.04,170,26,24
0,1,0,0,0.425714286,1,6,175.26,177.8,155,0,5,0,0.455,1,5,175.26,177.8,155,26,30
0,0,3,0,0.296666667,0,3,190.5,190.5,185,0,1,0,0.3875,2,6,182.88,182.88,185,32,37
0,1,0,0,0.435,1,1,187.96,190.5,185,1,0,0,0.44,1,0,185.42,187.96,205,22,28
0,1,0,0,0.536666667,2,1,185.42,190.5,170,1,0,0,0.25,1,0,182.88,187.96,170,32,33
0,1,0,0,0.313333333,2,1,182.88,185.42,155,2,0,0,0.45,4,3,172.72,180.34,145,26,23
0,1,0,0,0.633684211,6,13,185.42,190.5,205,1,0,0,0.37,1,2,190.5,195.58,240,46,33
0,1,0,0,0.418,4,6,187.96,193.04,185,1,0,0,0.618,1,4,187.96,187.96,205,33,26
0,0,5,0,0.612,0,5,185.42,182.88,170,0,2,0,0.514444444,2,7,182.88,187.96,185,31,30
0,0,3,0,0.336666667,0,3,185.42,195.58,205,0,1,0,0.591111111,3,6,190.5,193.04,230,32,31
0,0,1,0,0.61,4,4,185.42,195.58,205,0,1,0,0.59,0,1,182.88,185.42,170,28,35
0,1,0,0,0.69,1,1,182.88,182.88,185,1,0,0,0.37,1,0,182.88,182.88,185,27,31
0,2,0,0,0.44,3,2,177.8,187.96,155,0,1,0,0.48,0,1,177.8,177.8,155,36,27
0,0,6,0,0.525454545,2,9,177.8,187.96,145,1,0,0,0.632857143,5,9,175.26,177.8,155,33,30
0,1,0,0,0.417,3,7,190.5,195.58,205,0,9,0,0.797777778,0,9,187.96,195.58,185,30,34
0,0,2,0,0.36,0,2,175.26,177.8,155,1,0,0,0.4225,3,1,172.72,175.26,155,24,28
0,0,2,0,0.448571429,2,5,198.12,200.66,185,0,1,0,0.586666667,3,3,182.88,187.96,170,26,32
0,0,1,0,0.38,4,4,180.34,182.88,170,0,2,0,0.4825,3,5,172.72,177.8,155,26,30
0,0,1,0,0.542,2,3,193.04,198.12,185,0,1,0,0.51,0,1,170.18,180.34,170,22,26
0,1,0,0,0.361428571,2,5,185.42,198.12,185,0,1,0,0.474444444,5,4,182.88,182.88,185,27,27
0,0,1,0,0.275,1,1,185.42,182.88,135,0,2,0,0.63,0,2,177.8,180.34,155,27,32
0,0,1,0,0.29,0,1,180.34,185.42,170,0,1,0,0.523,1,9,182.88,193.04,170,28,31
0,0,3,0,0.543846154,3,10,190.5,200.66,264,0,2,0,0.75,1,2,190.5,205.74,265,30,31
0,0,7,0,0.524545455,2,9,175.26,177.8,170,0,5,0,0.585714286,2,12,180.34,193.04,185,25,28
0,0,3,0,0.48,1,7,185.42,190.5,185,0,2,0,0.545,2,4,180.34,187.96,185,30,38
0,1,0,0,0.401111111,4,5,193.04,198.12,205,4,0,0,0.618,4,6,185.42,190.5,205,32,44
0,2,0,0,0.515,2,2,172.72,177.8,155,1,0,0,0.406666667,1,2,172.72,180.34,155,29,25
0,0,1,0,0.47,2,4,190.5,193.04,205,0,2,0,0.565,0,2,193.04,213.36,205,24,21
0,0,1,0,0.44,0,1,177.8,182.88,155,1,0,0,0.596666667,1,2,187.96,193.04,170,25,27
0,0,2,0,0.47,1,2,187.96,193.04,185,0,1,0,0.63,0,1,182.88,187.96,205,25,26
0,1,0,0,0.626666667,2,1,172.72,177.8,145,1,0,0,0.485,1,1,177.8,180.34,155,27,27
0,0,3,0,0.4325,3,5,170.18,177.8,155,0,3,0,0.46,2,9,177.8,182.88,170,27,27
0,1,0,0,0.473333333,1,2,177.8,187.96,170,1,0,0,0.466428571,9,5,180.34,172.72,170,29,34
0,1,0,0,0.488333333,1,5,182.88,193.04,170,2,0,0,0.532,4,6,170.18,177.8,145,24,27
0,0,2,0,0.385,3,5,177.8,180.34,155,0,1,0,0.372857143,3,4,175.26,172.72,155,25,26
0,1,0,0,0.46,4,2,180.34,187.96,205,1,0,0,0.496428571,3,11,185.42,190.5,185,32,34
0,0,3,0,0.67,2,7,193.04,208.28,240,0,3,0,0.73,0,3,185.42,195.58,240,34,26
0,1,0,0,0.44,1,0,187.96,195.58,245,2,0,0,0.43,2,1,187.96,185.42,230,35,34
0,0,3,0,0.746666667,0,3,187.96,195.58,170,0,3,0,0.513333333,1,8,185.42,195.58,170,26,29
0,2,0,0,0.495714286,4,3,170.18,177.8,155,0,2,0,0.465,3,7,170.18,177.8,155,34,33
0,0,2,0,0.518,2,8,177.8,177.8,170,0,2,0,0.355,0,2,182.88,187.96,170,35,27
0,0,1,0,0.3,1,1,182.88,185.42,155,0,2,0,0.446,2,3,185.42,185.42,155,25,23
0,0,1,0,0.3,1,1,177.8,175.26,155,0,1,0,0.346,3,2,167.64,177.8,145,30,30
0,0,1,0,0.55,0,1,190.5,195.58,155,0,1,0,0.306666667,1,2,175.26,177.8,155,27,24
0,0,3,0,0.397777778,1,8,182.88,190.5,205,0,6,0,0.633333333,0,6,185.42,187.96,185,29,30
0,1,0,0,0.375454545,5,6,167.64,172.72,170,2,0,0,0.5505,5,15,175.26,185.42,170,34,35
0,0,3,0,0.32,0,3,185.42,187.96,185,2,0,0,0.395,3,1,185.42,187.96,205,27,32
0,0,1,0,0.513,3,7,167.64,170.18,155,0,1,0,0.52,1,4,167.64,172.72,145,35,27
0,1,0,0,0.36,1,0,175.26,182.88,145,2,0,0,0.185,2,0,175.26,180.34,155,25,26
0,0,5,0,0.391666667,1,5,185.42,198.12,185,0,8,0,0.81375,0,8,187.96,195.58,185,27,34
0,1,0,0,0.536666667,2,4,177.8,172.72,155,2,0,0,0.216666667,4,2,175.26,177.8,155,25,24
0,1,0,0,0.412380952,5,16,187.96,193.04,205,0,1,0,0.48,1,1,185.42,193.04,205,39,27
0,0,3,0,0.67,2,4,193.04,198.12,245,0,2,0,0.675,2,6,193.04,208.28,240,33,33
0,0,1,0,0.51,0,1,187.96,190.5,185,0,2,0,0.5,1,2,187.96,195.58,185,22,27
0,1,0,0,0.553333333,4,5,190.5,203.2,185,1,0,0,0.375714286,2,5,182.88,182.88,185,33,37
0,2,0,0,0.49,3,4,182.88,193.04,185,2,0,0,0.577142857,4,3,185.42,195.58,205,29,28
0,0,1,0,0.835,1,1,177.8,180.34,155,0,1,0,0.335,2,2,172.72,190.5,155,29,27
0,1,0,0,0.2,1,0,190.5,200.66,205,0,1,0,0.53,0,1,187.96,195.58,205,24,28
